[device] mps 사용 (torch 2.4.1, batch=32)
[ok] -PF2TG2loGc.002.mp4 top=Happiness(0.31) confidence=0.680 tension=0.320 person_id=-PF2TG2loGc
[ok] -PWjgx2czwY.000.mp4 top=Anger(0.21) confidence=0.562 tension=0.438 person_id=-PWjgx2czwY
[ok] -R2SZu3SYgM.002.mp4 top=Neutral(0.31) confidence=0.696 tension=0.304 person_id=-R2SZu3SYgM
[ok] -R2SZu3SYgM.003.mp4 top=Surprise(0.25) confidence=0.663 tension=0.337 person_id=-R2SZu3SYgM
[ok] -RhPxhfpg4U.004.mp4 top=Neutral(0.26) confidence=0.699 tension=0.301 person_id=-RhPxhfpg4U
[ok] -RqxrwIxMvE.002.mp4 top=Neutral(0.30) confidence=0.617 tension=0.383 person_id=-RqxrwIxMvE
[ok] -VTqcHNgH7M.001.mp4 top=Sadness(0.24) confidence=0.590 tension=0.410 person_id=-VTqcHNgH7M
[ok] -VTqcHNgH7M.005.mp4 top=Neutral(0.24) confidence=0.597 tension=0.403 person_id=-VTqcHNgH7M
[ok] -Wqk9eex6bQ.001.mp4 top=Fear(0.26) confidence=0.515 tension=0.484 person_id=-Wqk9eex6bQ
[ok] -agCXYgb7pI.000.mp4 top=Neutral(0.22) confidence=0.582 tension=0.418 person_id=-agCXYgb7pI
[ok] -agCXYgb7pI.001.mp4 top=Disgust(0.21) confidence=0.610 tension=0.390 person_id=-agCXYgb7pI
[ok] -fqiCqZtgYs.000.mp4 top=Neutral(0.38) confidence=0.610 tension=0.390 person_id=-fqiCqZtgYs
[ok] -wO0oBNlEvY.005.mp4 top=Surprise(0.36) confidence=0.706 tension=0.294 person_id=-wO0oBNlEvY
[ok] -zNyDPzId4E.000.mp4 top=Neutral(0.22) confidence=0.688 tension=0.312 person_id=-zNyDPzId4E
[ok] 04oq2yrBwMg.000.mp4 top=Neutral(0.31) confidence=0.664 tension=0.336 person_id=04oq2yrBwMg
[ok] 04oq2yrBwMg.003.mp4 top=Neutral(0.25) confidence=0.667 tension=0.333 person_id=04oq2yrBwMg
[ok] 04oq2yrBwMg.005.mp4 top=Neutral(0.29) confidence=0.643 tension=0.357 person_id=04oq2yrBwMg
[ok] 05l5bteT_qA.004.mp4 top=Neutral(0.26) confidence=0.732 tension=0.268 person_id=05l5bteT_qA
[ok] 0G9vplL8ae8.004.mp4 top=Anger(0.26) confidence=0.649 tension=0.351 person_id=0G9vplL8ae8
[ok] 0ObEtA6Q8vU.004.mp4 top=Happiness(0.53) confidence=0.822 tension=0.179 person_id=0ObEtA6Q8vU
[ok] 0QTR0WiJSNk.004.mp4 top=Neutral(0.39) confidence=0.643 tension=0.357 person_id=0QTR0WiJSNk
[ok] 0SS47KwVOQ4.000.mp4 top=Neutral(0.31) confidence=0.609 tension=0.391 person_id=0SS47KwVOQ4
[ok] 0VnZngec8sc.002.mp4 top=Neutral(0.35) confidence=0.701 tension=0.299 person_id=0VnZngec8sc
[ok] 0a5FOYBAIcc.001.mp4 top=Surprise(0.24) confidence=0.652 tension=0.348 person_id=0a5FOYBAIcc
[ok] 0axZSeaUbfs.003.mp4 top=Neutral(0.31) confidence=0.642 tension=0.358 person_id=0axZSeaUbfs
[ok] 0iQIfGnKflc.004.mp4 top=Anger(0.29) confidence=0.724 tension=0.277 person_id=0iQIfGnKflc
[ok] 0mym1CooiTE.002.mp4 top=Surprise(0.26) confidence=0.686 tension=0.314 person_id=0mym1CooiTE
[ok] 0mym1CooiTE.005.mp4 top=Surprise(0.25) confidence=0.688 tension=0.312 person_id=0mym1CooiTE
[ok] 0qtCdb23_2g.000.mp4 top=Anger(0.28) confidence=0.652 tension=0.348 person_id=0qtCdb23_2g
[ok] 0tse0Fsy_rg.000.mp4 top=Neutral(0.38) confidence=0.730 tension=0.270 person_id=0tse0Fsy_rg
[ok] 0tse0Fsy_rg.003.mp4 top=Neutral(0.30) confidence=0.739 tension=0.261 person_id=0tse0Fsy_rg
[ok] 0u56Q_QmxIM.001.mp4 top=Neutral(0.28) confidence=0.692 tension=0.308 person_id=0u56Q_QmxIM
[ok] 0u56Q_QmxIM.003.mp4 top=Neutral(0.28) confidence=0.705 tension=0.296 person_id=0u56Q_QmxIM
[ok] 0u56Q_QmxIM.005.mp4 top=Anger(0.27) confidence=0.649 tension=0.351 person_id=0u56Q_QmxIM
[ok] 0uCqd5hZcyI.001.mp4 top=Surprise(0.27) confidence=0.720 tension=0.280 person_id=0uCqd5hZcyI
[ok] 0uCqd5hZcyI.004.mp4 top=Surprise(0.33) confidence=0.604 tension=0.396 person_id=0uCqd5hZcyI
[ok] 0zJcYnsh55g.002.mp4 top=Happiness(0.55) confidence=0.858 tension=0.142 person_id=0zJcYnsh55g
[ok] 1-GgVRmAEoo.000.mp4 top=Happiness(0.56) confidence=0.835 tension=0.165 person_id=1-GgVRmAEoo
[ok] 12Ezy1y1cWY.004.mp4 top=Happiness(0.37) confidence=0.767 tension=0.233 person_id=12Ezy1y1cWY
[ok] 12lqQE6oPNE.002.mp4 top=Neutral(0.27) confidence=0.737 tension=0.263 person_id=12lqQE6oPNE
[ok] 176vWywoq9E.003.mp4 top=Happiness(0.51) confidence=0.835 tension=0.165 person_id=176vWywoq9E
[ok] 19pTUX8KfYM.004.mp4 top=Neutral(0.27) confidence=0.570 tension=0.430 person_id=19pTUX8KfYM
[ok] 19pTUX8KfYM.005.mp4 top=Fear(0.27) confidence=0.549 tension=0.451 person_id=19pTUX8KfYM
[ok] 1CYzbX8AaP8.000.mp4 top=Neutral(0.28) confidence=0.539 tension=0.461 person_id=1CYzbX8AaP8
[ok] 1CYzbX8AaP8.005.mp4 top=Neutral(0.26) confidence=0.569 tension=0.431 person_id=1CYzbX8AaP8
[ok] 1S0SxmfbOus.003.mp4 top=Neutral(0.25) confidence=0.615 tension=0.385 person_id=1S0SxmfbOus
[ok] 1TXS1Zg4wDc.001.mp4 top=Happiness(0.48) confidence=0.828 tension=0.172 person_id=1TXS1Zg4wDc
[ok] 1W7XLdNpEgc.002.mp4 top=Disgust(0.30) confidence=0.569 tension=0.431 person_id=1W7XLdNpEgc
[ok] 1XkKu4LBvog.004.mp4 top=Neutral(0.39) confidence=0.716 tension=0.284 person_id=1XkKu4LBvog
[ok] 1XkKu4LBvog.005.mp4 top=Neutral(0.43) confidence=0.681 tension=0.319 person_id=1XkKu4LBvog
[ok] 1XqMZQu_pP4.001.mp4 top=Happiness(0.29) confidence=0.723 tension=0.277 person_id=1XqMZQu_pP4
[ok] 1XqMZQu_pP4.003.mp4 top=Neutral(0.20) confidence=0.661 tension=0.339 person_id=1XqMZQu_pP4
[ok] 1ajEXdEsJ-k.002.mp4 top=Happiness(0.31) confidence=0.737 tension=0.263 person_id=1ajEXdEsJ-k
[ok] 1dOaM7zWPo8.002.mp4 top=Surprise(0.27) confidence=0.662 tension=0.338 person_id=1dOaM7zWPo8
[ok] 1hpZ2ecWqtI.000.mp4 top=Happiness(0.56) confidence=0.841 tension=0.159 person_id=1hpZ2ecWqtI
[ok] 1hpZ2ecWqtI.001.mp4 top=Happiness(0.49) confidence=0.811 tension=0.189 person_id=1hpZ2ecWqtI
[ok] 1izSTcQI7H4.005.mp4 top=Sadness(0.20) confidence=0.521 tension=0.479 person_id=1izSTcQI7H4
[ok] 1jC4vsQsjwM.000.mp4 top=Happiness(0.37) confidence=0.790 tension=0.210 person_id=1jC4vsQsjwM
[ok] 1m4WjLRKTwc.000.mp4 top=Happiness(0.29) confidence=0.718 tension=0.282 person_id=1m4WjLRKTwc
[ok] 1m67onLoRwY.001.mp4 top=Neutral(0.31) confidence=0.714 tension=0.286 person_id=1m67onLoRwY
[ok] 1mHjMNZZvFo.002.mp4 top=Happiness(0.23) confidence=0.689 tension=0.311 person_id=1mHjMNZZvFo
[ok] 1mODTfLRGdI.002.mp4 top=Surprise(0.27) confidence=0.651 tension=0.349 person_id=1mODTfLRGdI
[ok] 1mdMhaq5p4w.000.mp4 top=Neutral(0.23) confidence=0.594 tension=0.406 person_id=1mdMhaq5p4w
[ok] 1pMNczHCXPc.000.mp4 top=Neutral(0.33) confidence=0.694 tension=0.306 person_id=1pMNczHCXPc
[ok] 1pm5uoU85FI.002.mp4 top=Neutral(0.33) confidence=0.716 tension=0.284 person_id=1pm5uoU85FI
[ok] 1pm5uoU85FI.004.mp4 top=Anger(0.31) confidence=0.703 tension=0.298 person_id=1pm5uoU85FI
[ok] 1sjXuXtx9-E.001.mp4 top=Surprise(0.30) confidence=0.709 tension=0.291 person_id=1sjXuXtx9-E
[ok] 1sjXuXtx9-E.004.mp4 top=Neutral(0.30) confidence=0.705 tension=0.295 person_id=1sjXuXtx9-E
[ok] 1tPH6PNeOSk.000.mp4 top=Happiness(0.45) confidence=0.780 tension=0.220 person_id=1tPH6PNeOSk
[ok] 1tPH6PNeOSk.001.mp4 top=Happiness(0.30) confidence=0.727 tension=0.273 person_id=1tPH6PNeOSk
[ok] 1uC-2TZqplE.001.mp4 top=Sadness(0.27) confidence=0.528 tension=0.472 person_id=1uC-2TZqplE
[ok] 1uC-2TZqplE.002.mp4 top=Sadness(0.27) confidence=0.531 tension=0.469 person_id=1uC-2TZqplE
[ok] 1uC-2TZqplE.005.mp4 top=Fear(0.24) confidence=0.531 tension=0.469 person_id=1uC-2TZqplE
[ok] 1yIGI42lzak.004.mp4 top=Neutral(0.24) confidence=0.669 tension=0.331 person_id=1yIGI42lzak
[ok] 1zpucNpIDk8.000.mp4 top=Fear(0.20) confidence=0.561 tension=0.439 person_id=1zpucNpIDk8
[ok] 2-LDYe7OXZU.004.mp4 top=Surprise(0.24) confidence=0.675 tension=0.325 person_id=2-LDYe7OXZU
[ok] 2DZb5yIc6Fg.004.mp4 top=Neutral(0.40) confidence=0.728 tension=0.272 person_id=2DZb5yIc6Fg
[ok] 2DZb5yIc6Fg.005.mp4 top=Neutral(0.47) confidence=0.745 tension=0.255 person_id=2DZb5yIc6Fg
[ok] 2HE6cw3HFPk.004.mp4 top=Neutral(0.21) confidence=0.592 tension=0.408 person_id=2HE6cw3HFPk
[ok] 2HU92Hfx8Lo.000.mp4 top=Happiness(0.37) confidence=0.758 tension=0.242 person_id=2HU92Hfx8Lo
[ok] 2KSBoJZMcMU.000.mp4 top=Fear(0.30) confidence=0.480 tension=0.520 person_id=2KSBoJZMcMU
[ok] 2NNYN1ZCJhw.002.mp4 top=Happiness(0.39) confidence=0.776 tension=0.224 person_id=2NNYN1ZCJhw
[ok] 2OAA4slRc5M.000.mp4 top=Neutral(0.26) confidence=0.691 tension=0.309 person_id=2OAA4slRc5M
[ok] 2PSGksTyrnI.002.mp4 top=Happiness(0.22) confidence=0.626 tension=0.374 person_id=2PSGksTyrnI
[ok] 2SzC9dm4Yy4.001.mp4 top=Surprise(0.27) confidence=0.677 tension=0.323 person_id=2SzC9dm4Yy4
[ok] 2T3oK1Gse2g.004.mp4 top=Neutral(0.30) confidence=0.779 tension=0.221 person_id=2T3oK1Gse2g
[ok] 2T3oK1Gse2g.005.mp4 top=Happiness(0.32) confidence=0.809 tension=0.191 person_id=2T3oK1Gse2g
[ok] 2TMl5EMrdVI.000.mp4 top=Happiness(0.37) confidence=0.782 tension=0.218 person_id=2TMl5EMrdVI
[ok] 2TXrDZgbDHE.002.mp4 top=Happiness(0.20) confidence=0.680 tension=0.320 person_id=2TXrDZgbDHE
[ok] 2UqnC_rFcRQ.005.mp4 top=Happiness(0.36) confidence=0.772 tension=0.228 person_id=2UqnC_rFcRQ
[ok] 2UxhlaDEPmI.000.mp4 top=Surprise(0.21) confidence=0.600 tension=0.401 person_id=2UxhlaDEPmI
[ok] 2WuhWF4fAOQ.000.mp4 top=Sadness(0.25) confidence=0.623 tension=0.377 person_id=2WuhWF4fAOQ
[ok] 2WuhWF4fAOQ.005.mp4 top=Happiness(0.33) confidence=0.723 tension=0.277 person_id=2WuhWF4fAOQ
[ok] 2_OOIcYfLV0.000.mp4 top=Neutral(0.27) confidence=0.665 tension=0.335 person_id=2_OOIcYfLV0
[ok] 2c42A4Z7qPE.000.mp4 top=Neutral(0.27) confidence=0.706 tension=0.294 person_id=2c42A4Z7qPE
[ok] 2c42A4Z7qPE.002.mp4 top=Anger(0.26) confidence=0.661 tension=0.339 person_id=2c42A4Z7qPE
[ok] 2d6btbaNdfo.001.mp4 top=Neutral(0.31) confidence=0.636 tension=0.364 person_id=2d6btbaNdfo
[ok] 2d6btbaNdfo.003.mp4 top=Neutral(0.34) confidence=0.620 tension=0.380 person_id=2d6btbaNdfo
[ok] 2d6btbaNdfo.005.mp4 top=Neutral(0.34) confidence=0.627 tension=0.373 person_id=2d6btbaNdfo
[ok] 2fzLibPAtvI.001.mp4 top=Neutral(0.30) confidence=0.635 tension=0.365 person_id=2fzLibPAtvI
[ok] 2fzLibPAtvI.002.mp4 top=Neutral(0.26) confidence=0.691 tension=0.309 person_id=2fzLibPAtvI
[ok] 2hhqEWiv4eI.003.mp4 top=Disgust(0.42) confidence=0.530 tension=0.470 person_id=2hhqEWiv4eI
[ok] 2kqPuht5jTg.001.mp4 top=Neutral(0.28) confidence=0.581 tension=0.419 person_id=2kqPuht5jTg
[ok] 2kqPuht5jTg.003.mp4 top=Fear(0.27) confidence=0.533 tension=0.467 person_id=2kqPuht5jTg
[ok] 2mfmw63l88g.002.mp4 top=Neutral(0.31) confidence=0.585 tension=0.416 person_id=2mfmw63l88g
[ok] 2oEUp9sGRGk.003.mp4 top=Neutral(0.25) confidence=0.595 tension=0.405 person_id=2oEUp9sGRGk
[ok] 2oiXF5_gTyk.000.mp4 top=Happiness(0.50) confidence=0.815 tension=0.186 person_id=2oiXF5_gTyk
[ok] 2r5NVi3SZ2I.003.mp4 top=Neutral(0.31) confidence=0.627 tension=0.373 person_id=2r5NVi3SZ2I
[ok] 2rV3Ibtdnvs.001.mp4 top=Surprise(0.22) confidence=0.693 tension=0.307 person_id=2rV3Ibtdnvs
[ok] 2rV3Ibtdnvs.002.mp4 top=Happiness(0.50) confidence=0.816 tension=0.184 person_id=2rV3Ibtdnvs
[ok] 2x8GZaBY6TM.000.mp4 top=Neutral(0.30) confidence=0.701 tension=0.299 person_id=2x8GZaBY6TM
[ok] 2yUnXroXyeI.000.mp4 top=Happiness(0.27) confidence=0.722 tension=0.278 person_id=2yUnXroXyeI
[ok] 2yUnXroXyeI.001.mp4 top=Neutral(0.26) confidence=0.732 tension=0.268 person_id=2yUnXroXyeI
[ok] 300gK3CnzW0.005.mp4 top=Neutral(0.37) confidence=0.791 tension=0.209 person_id=300gK3CnzW0
[ok] 39BJkEXJpgc.000.mp4 top=Neutral(0.38) confidence=0.651 tension=0.349 person_id=39BJkEXJpgc
[ok] 39BJkEXJpgc.004.mp4 top=Neutral(0.37) confidence=0.623 tension=0.377 person_id=39BJkEXJpgc
[ok] 3AyjQQYmqU4.002.mp4 top=Neutral(0.36) confidence=0.612 tension=0.388 person_id=3AyjQQYmqU4
[ok] 3GylAjrajHs.005.mp4 top=Sadness(0.22) confidence=0.545 tension=0.455 person_id=3GylAjrajHs
[ok] 3HA2W1s4oP8.004.mp4 top=Fear(0.33) confidence=0.422 tension=0.578 person_id=3HA2W1s4oP8
[ok] 3J7Cl3FXs1o.003.mp4 top=Fear(0.22) confidence=0.518 tension=0.482 person_id=3J7Cl3FXs1o
[ok] 3JzvXA-Zfbs.004.mp4 top=Happiness(0.26) confidence=0.733 tension=0.267 person_id=3JzvXA-Zfbs
[ok] 3K16KyiAZHw.000.mp4 top=Neutral(0.36) confidence=0.664 tension=0.336 person_id=3K16KyiAZHw
[ok] 3K16KyiAZHw.003.mp4 top=Neutral(0.37) confidence=0.681 tension=0.319 person_id=3K16KyiAZHw
[ok] 3LAaFUSGvsU.000.mp4 top=Neutral(0.22) confidence=0.580 tension=0.420 person_id=3LAaFUSGvsU
[ok] 3OoQBXWTGfE.003.mp4 top=Happiness(0.25) confidence=0.656 tension=0.344 person_id=3OoQBXWTGfE
[ok] 3Q3SB1dVAng.004.mp4 top=Surprise(0.22) confidence=0.611 tension=0.389 person_id=3Q3SB1dVAng
[ok] 3S72dDIm1fM.003.mp4 top=Happiness(0.27) confidence=0.727 tension=0.273 person_id=3S72dDIm1fM
[ok] 3Sj-GZ3YXWs.003.mp4 top=Surprise(0.33) confidence=0.716 tension=0.284 person_id=3Sj-GZ3YXWs
[ok] 3WoXkI06zGk.004.mp4 top=Neutral(0.43) confidence=0.684 tension=0.316 person_id=3WoXkI06zGk
[ok] 3ccY8jYkI5o.001.mp4 top=Happiness(0.50) confidence=0.846 tension=0.154 person_id=3ccY8jYkI5o
[ok] 3ccY8jYkI5o.003.mp4 top=Neutral(0.25) confidence=0.744 tension=0.256 person_id=3ccY8jYkI5o
[ok] 3gUpRQ22vUs.002.mp4 top=Neutral(0.32) confidence=0.617 tension=0.383 person_id=3gUpRQ22vUs
[ok] 3hKgh9AB3tk.000.mp4 top=Neutral(0.22) confidence=0.561 tension=0.439 person_id=3hKgh9AB3tk
[ok] 3lV-sr3NOUo.000.mp4 top=Neutral(0.28) confidence=0.696 tension=0.304 person_id=3lV-sr3NOUo
[ok] 3lV-sr3NOUo.002.mp4 top=Neutral(0.31) confidence=0.693 tension=0.307 person_id=3lV-sr3NOUo
[ok] 3lV-sr3NOUo.005.mp4 top=Neutral(0.29) confidence=0.750 tension=0.250 person_id=3lV-sr3NOUo
[ok] 3n-QaO3EvPQ.000.mp4 top=Neutral(0.26) confidence=0.671 tension=0.329 person_id=3n-QaO3EvPQ
[ok] 3orJLMVqWYw.002.mp4 top=Happiness(0.68) confidence=0.891 tension=0.109 person_id=3orJLMVqWYw
[ok] 3tPq9fNOXZQ.004.mp4 top=Happiness(0.21) confidence=0.687 tension=0.313 person_id=3tPq9fNOXZQ
[ok] 3taD1fEPfC8.000.mp4 top=Neutral(0.24) confidence=0.703 tension=0.297 person_id=3taD1fEPfC8
[ok] 3wRj39GKLJ0.004.mp4 top=Happiness(0.75) confidence=0.910 tension=0.090 person_id=3wRj39GKLJ0
[ok] 3wgZrRMosvY.000.mp4 top=Happiness(0.47) confidence=0.829 tension=0.171 person_id=3wgZrRMosvY
[ok] 3yU-7AXnFCM.004.mp4 top=Neutral(0.36) confidence=0.672 tension=0.328 person_id=3yU-7AXnFCM
[ok] 3zAyM2edy1g.003.mp4 top=Neutral(0.28) confidence=0.616 tension=0.384 person_id=3zAyM2edy1g
[ok] 45SH4ohAH3M.004.mp4 top=Neutral(0.32) confidence=0.667 tension=0.333 person_id=45SH4ohAH3M
[ok] 4CiR99jTzso.002.mp4 top=Neutral(0.30) confidence=0.689 tension=0.311 person_id=4CiR99jTzso
[ok] 4JYmE9a21aI.001.mp4 top=Anger(0.18) confidence=0.607 tension=0.393 person_id=4JYmE9a21aI
[ok] 4JjpfL4y3XM.003.mp4 top=Happiness(0.31) confidence=0.773 tension=0.227 person_id=4JjpfL4y3XM
[ok] 4JjpfL4y3XM.005.mp4 top=Disgust(0.19) confidence=0.611 tension=0.389 person_id=4JjpfL4y3XM
[ok] 4KD3XCMsIBs.002.mp4 top=Happiness(0.29) confidence=0.747 tension=0.253 person_id=4KD3XCMsIBs
[ok] 4NzqG0XwOWg.003.mp4 top=Happiness(0.38) confidence=0.756 tension=0.244 person_id=4NzqG0XwOWg
[ok] 4OKYywIqnqg.004.mp4 top=Happiness(0.40) confidence=0.776 tension=0.224 person_id=4OKYywIqnqg
[ok] 4Qr1BjZhnpg.005.mp4 top=Happiness(0.57) confidence=0.816 tension=0.184 person_id=4Qr1BjZhnpg
[ok] 4T9UUWWRE94.001.mp4 top=Neutral(0.29) confidence=0.741 tension=0.259 person_id=4T9UUWWRE94
[ok] 4VwcU0ROy5k.000.mp4 top=Neutral(0.35) confidence=0.754 tension=0.246 person_id=4VwcU0ROy5k
[ok] 4VwcU0ROy5k.005.mp4 top=Neutral(0.31) confidence=0.749 tension=0.251 person_id=4VwcU0ROy5k
[ok] 4XdZDodpzac.001.mp4 top=Neutral(0.39) confidence=0.690 tension=0.310 person_id=4XdZDodpzac
[ok] 4XdZDodpzac.002.mp4 top=Neutral(0.37) confidence=0.711 tension=0.289 person_id=4XdZDodpzac
[ok] 4ZlcaXadwlo.002.mp4 top=Neutral(0.36) confidence=0.691 tension=0.309 person_id=4ZlcaXadwlo
[ok] 4ZlcaXadwlo.004.mp4 top=Neutral(0.39) confidence=0.748 tension=0.252 person_id=4ZlcaXadwlo
[ok] 4b-LkHBGWp4.005.mp4 top=Happiness(0.27) confidence=0.741 tension=0.259 person_id=4b-LkHBGWp4
[ok] 4bDOetaLvZs.000.mp4 top=Neutral(0.42) confidence=0.752 tension=0.248 person_id=4bDOetaLvZs
[ok] 4fN-DKUzgWQ.000.mp4 top=Happiness(0.42) confidence=0.754 tension=0.246 person_id=4fN-DKUzgWQ
[ok] 4fN-DKUzgWQ.002.mp4 top=Happiness(0.55) confidence=0.801 tension=0.199 person_id=4fN-DKUzgWQ
[ok] 4kIHxR6s1L4.000.mp4 top=Neutral(0.24) confidence=0.629 tension=0.371 person_id=4kIHxR6s1L4
[ok] 4lH5nLSwmoM.002.mp4 top=Fear(0.31) confidence=0.433 tension=0.567 person_id=4lH5nLSwmoM
[ok] 4lH5nLSwmoM.004.mp4 top=Fear(0.28) confidence=0.478 tension=0.522 person_id=4lH5nLSwmoM
[ok] 4lIbWq27O84.004.mp4 top=Fear(0.26) confidence=0.536 tension=0.464 person_id=4lIbWq27O84
[ok] 4lIbWq27O84.005.mp4 top=Fear(0.26) confidence=0.523 tension=0.477 person_id=4lIbWq27O84
[ok] 4lj66h4CXI8.001.mp4 top=Neutral(0.28) confidence=0.625 tension=0.376 person_id=4lj66h4CXI8
[ok] 4lj66h4CXI8.004.mp4 top=Sadness(0.32) confidence=0.548 tension=0.452 person_id=4lj66h4CXI8
[ok] 4nMstrTuXXw.000.mp4 top=Neutral(0.37) confidence=0.719 tension=0.281 person_id=4nMstrTuXXw
[ok] 4nir0YtjHVs.003.mp4 top=Sadness(0.27) confidence=0.658 tension=0.342 person_id=4nir0YtjHVs
[ok] 4nir0YtjHVs.004.mp4 top=Happiness(0.36) confidence=0.786 tension=0.213 person_id=4nir0YtjHVs
[ok] 4sCa35TOxgs.003.mp4 top=Surprise(0.20) confidence=0.610 tension=0.390 person_id=4sCa35TOxgs
[ok] 4vJ69g7gAH4.000.mp4 top=Anger(0.29) confidence=0.519 tension=0.481 person_id=4vJ69g7gAH4
[ok] 4vJ69g7gAH4.003.mp4 top=Anger(0.28) confidence=0.566 tension=0.434 person_id=4vJ69g7gAH4
[ok] 4vJ69g7gAH4.005.mp4 top=Anger(0.30) confidence=0.546 tension=0.454 person_id=4vJ69g7gAH4
[ok] 4yogPbHFQ9o.000.mp4 top=Neutral(0.39) confidence=0.672 tension=0.328 person_id=4yogPbHFQ9o
[ok] 5-mwIFjOWZ4.002.mp4 top=Neutral(0.24) confidence=0.641 tension=0.358 person_id=5-mwIFjOWZ4
[ok] 50gokPvvMs8.003.mp4 top=Surprise(0.28) confidence=0.653 tension=0.347 person_id=50gokPvvMs8
[ok] 51KRxB3g7A8.001.mp4 top=Happiness(0.21) confidence=0.703 tension=0.297 person_id=51KRxB3g7A8
[ok] 51KRxB3g7A8.004.mp4 top=Happiness(0.39) confidence=0.789 tension=0.211 person_id=51KRxB3g7A8
[ok] 54JawR1x0II.003.mp4 top=Surprise(0.29) confidence=0.659 tension=0.341 person_id=54JawR1x0II
[ok] 54K75EhiTEk.001.mp4 top=Anger(0.31) confidence=0.534 tension=0.466 person_id=54K75EhiTEk
[ok] 59Smv7wl--w.004.mp4 top=Neutral(0.26) confidence=0.560 tension=0.440 person_id=59Smv7wl--w
[ok] 5BPGRteF64Y.000.mp4 top=Neutral(0.48) confidence=0.787 tension=0.213 person_id=5BPGRteF64Y
[ok] 5CRqN54uejE.003.mp4 top=Happiness(0.65) confidence=0.883 tension=0.117 person_id=5CRqN54uejE
[ok] 5CRqN54uejE.004.mp4 top=Happiness(0.71) confidence=0.902 tension=0.098 person_id=5CRqN54uejE
[ok] 5Eez38v8TuU.001.mp4 top=Neutral(0.23) confidence=0.601 tension=0.399 person_id=5Eez38v8TuU
[ok] 5Eez38v8TuU.002.mp4 top=Neutral(0.31) confidence=0.642 tension=0.358 person_id=5Eez38v8TuU
[ok] 5KHOpRCxnwQ.001.mp4 top=Surprise(0.31) confidence=0.697 tension=0.303 person_id=5KHOpRCxnwQ
[ok] 5Ku4_r_Yxsk.004.mp4 top=Neutral(0.24) confidence=0.611 tension=0.389 person_id=5Ku4_r_Yxsk
[ok] 5LT-hTT4J7s.005.mp4 top=Happiness(0.37) confidence=0.807 tension=0.193 person_id=5LT-hTT4J7s
[ok] 5PsD_NFMWpQ.001.mp4 top=Happiness(0.31) confidence=0.774 tension=0.226 person_id=5PsD_NFMWpQ
[ok] 5TYuLy7JLj4.003.mp4 top=Neutral(0.40) confidence=0.627 tension=0.373 person_id=5TYuLy7JLj4
[ok] 5VG1EgzvprE.002.mp4 top=Happiness(0.50) confidence=0.820 tension=0.180 person_id=5VG1EgzvprE
[ok] 5bi_PM3XMEQ.004.mp4 top=Happiness(0.31) confidence=0.773 tension=0.227 person_id=5bi_PM3XMEQ
[ok] 5hFRSHAis2E.001.mp4 top=Happiness(0.48) confidence=0.826 tension=0.174 person_id=5hFRSHAis2E
[ok] 5hFRSHAis2E.004.mp4 top=Happiness(0.25) confidence=0.725 tension=0.275 person_id=5hFRSHAis2E
[ok] 5kaqMZ7SB9w.004.mp4 top=Sadness(0.23) confidence=0.633 tension=0.367 person_id=5kaqMZ7SB9w
