[device] mps 사용 (torch 2.4.1, batch=32)
[ok] 0mym1CooiTE.000.mp4 top=Neutral(0.29) confidence=0.742 tension=0.258 person_id=0mym1CooiTE
[ok] 0mym1CooiTE.001.mp4 top=Neutral(0.25) confidence=0.729 tension=0.271 person_id=0mym1CooiTE
[ok] 0mym1CooiTE.003.mp4 top=Happiness(0.49) confidence=0.848 tension=0.152 person_id=0mym1CooiTE
[ok] 0mym1CooiTE.004.mp4 top=Happiness(0.47) confidence=0.832 tension=0.168 person_id=0mym1CooiTE
[ok] 0n2vWTs6XwA.001.mp4 top=Neutral(0.32) confidence=0.692 tension=0.308 person_id=0n2vWTs6XwA
[ok] 0tse0Fsy_rg.001.mp4 top=Neutral(0.32) confidence=0.818 tension=0.182 person_id=0tse0Fsy_rg
[ok] 0tse0Fsy_rg.002.mp4 top=Neutral(0.39) confidence=0.769 tension=0.231 person_id=0tse0Fsy_rg
[ok] 0tse0Fsy_rg.004.mp4 top=Neutral(0.44) confidence=0.800 tension=0.200 person_id=0tse0Fsy_rg
[ok] 0u56Q_QmxIM.002.mp4 top=Neutral(0.27) confidence=0.719 tension=0.281 person_id=0u56Q_QmxIM
[ok] 0u56Q_QmxIM.004.mp4 top=Neutral(0.29) confidence=0.736 tension=0.264 person_id=0u56Q_QmxIM
[ok] 0uCqd5hZcyI.000.mp4 top=Neutral(0.27) confidence=0.693 tension=0.307 person_id=0uCqd5hZcyI
[ok] 0uCqd5hZcyI.005.mp4 top=Surprise(0.28) confidence=0.723 tension=0.277 person_id=0uCqd5hZcyI
[ok] 0zJcYnsh55g.003.mp4 top=Happiness(0.66) confidence=0.903 tension=0.097 person_id=0zJcYnsh55g
[ok] 1-GgVRmAEoo.002.mp4 top=Neutral(0.22) confidence=0.738 tension=0.262 person_id=1-GgVRmAEoo
[ok] 1-GgVRmAEoo.003.mp4 top=Happiness(0.55) confidence=0.850 tension=0.150 person_id=1-GgVRmAEoo
[ok] 1-GgVRmAEoo.004.mp4 top=Sadness(0.22) confidence=0.715 tension=0.285 person_id=1-GgVRmAEoo
[ok] 117jrwvl2Nc.000.mp4 top=Happiness(0.50) confidence=0.860 tension=0.140 person_id=117jrwvl2Nc
[ok] 117jrwvl2Nc.004.mp4 top=Happiness(0.29) confidence=0.803 tension=0.197 person_id=117jrwvl2Nc
[ok] 12Ezy1y1cWY.001.mp4 top=Happiness(0.59) confidence=0.859 tension=0.141 person_id=12Ezy1y1cWY
[ok] 12Ezy1y1cWY.005.mp4 top=Happiness(0.36) confidence=0.784 tension=0.216 person_id=12Ezy1y1cWY
[ok] 12Hbl_oZF9c.001.mp4 top=Surprise(0.20) confidence=0.741 tension=0.259 person_id=12Hbl_oZF9c
[ok] 12Hbl_oZF9c.003.mp4 top=Happiness(0.23) confidence=0.730 tension=0.270 person_id=12Hbl_oZF9c
[ok] 12lqQE6oPNE.001.mp4 top=Surprise(0.24) confidence=0.759 tension=0.241 person_id=12lqQE6oPNE
[ok] 13KtmgntgQw.002.mp4 top=Surprise(0.38) confidence=0.766 tension=0.234 person_id=13KtmgntgQw
[ok] 13XlKeC_p3U.000.mp4 top=Anger(0.29) confidence=0.707 tension=0.293 person_id=13XlKeC_p3U
[ok] 13XlKeC_p3U.001.mp4 top=Anger(0.31) confidence=0.707 tension=0.294 person_id=13XlKeC_p3U
[ok] 13kjwEtSyXc.000.mp4 top=Fear(0.30) confidence=0.655 tension=0.345 person_id=13kjwEtSyXc
[ok] 13kjwEtSyXc.002.mp4 top=Fear(0.26) confidence=0.675 tension=0.325 person_id=13kjwEtSyXc
[ok] 13kjwEtSyXc.004.mp4 top=Neutral(0.25) confidence=0.677 tension=0.323 person_id=13kjwEtSyXc
[ok] 15yOT2ZolPE.002.mp4 top=Anger(0.35) confidence=0.636 tension=0.364 person_id=15yOT2ZolPE
[ok] 176vWywoq9E.000.mp4 top=Happiness(0.53) confidence=0.851 tension=0.149 person_id=176vWywoq9E
[ok] 176vWywoq9E.001.mp4 top=Happiness(0.41) confidence=0.814 tension=0.186 person_id=176vWywoq9E
[ok] 176vWywoq9E.002.mp4 top=Happiness(0.56) confidence=0.866 tension=0.134 person_id=176vWywoq9E
[ok] 176vWywoq9E.004.mp4 top=Happiness(0.35) confidence=0.790 tension=0.210 person_id=176vWywoq9E
[ok] 184MlJCcboQ.000.mp4 top=Surprise(0.23) confidence=0.735 tension=0.265 person_id=184MlJCcboQ
[ok] 186c7kCyCHQ.005.mp4 top=Happiness(0.24) confidence=0.727 tension=0.273 person_id=186c7kCyCHQ
[ok] 19cplBTXyoY.002.mp4 top=Happiness(0.21) confidence=0.725 tension=0.275 person_id=19cplBTXyoY
[ok] 19pTUX8KfYM.000.mp4 top=Fear(0.29) confidence=0.679 tension=0.321 person_id=19pTUX8KfYM
[ok] 1AMp8Y_0UGc.000.mp4 top=Surprise(0.26) confidence=0.757 tension=0.243 person_id=1AMp8Y_0UGc
[ok] 1AMp8Y_0UGc.002.mp4 top=Happiness(0.30) confidence=0.776 tension=0.224 person_id=1AMp8Y_0UGc
[ok] 1AMp8Y_0UGc.004.mp4 top=Happiness(0.33) confidence=0.785 tension=0.215 person_id=1AMp8Y_0UGc
[ok] 1CYzbX8AaP8.001.mp4 top=Happiness(0.36) confidence=0.780 tension=0.220 person_id=1CYzbX8AaP8
[ok] 1CYzbX8AaP8.003.mp4 top=Neutral(0.27) confidence=0.666 tension=0.334 person_id=1CYzbX8AaP8
[ok] 1DCnIad1Y0w.002.mp4 top=Neutral(0.43) confidence=0.738 tension=0.262 person_id=1DCnIad1Y0w
[ok] 1Gn4GX8miWQ.000.mp4 top=Anger(0.26) confidence=0.642 tension=0.358 person_id=1Gn4GX8miWQ
[ok] 1Gn4GX8miWQ.001.mp4 top=Disgust(0.22) confidence=0.619 tension=0.382 person_id=1Gn4GX8miWQ
[ok] 1Gn4GX8miWQ.002.mp4 top=Anger(0.24) confidence=0.633 tension=0.367 person_id=1Gn4GX8miWQ
[ok] 1Gn4GX8miWQ.003.mp4 top=Anger(0.21) confidence=0.630 tension=0.370 person_id=1Gn4GX8miWQ
[ok] 1Gn4GX8miWQ.004.mp4 top=Anger(0.21) confidence=0.646 tension=0.354 person_id=1Gn4GX8miWQ
[ok] 1Gn4GX8miWQ.005.mp4 top=Anger(0.24) confidence=0.635 tension=0.365 person_id=1Gn4GX8miWQ
[ok] 1Kb5d-w3YJ8.002.mp4 top=Neutral(0.24) confidence=0.649 tension=0.351 person_id=1Kb5d-w3YJ8
[ok] 1Lv72Si4GnY.001.mp4 top=Happiness(0.36) confidence=0.781 tension=0.219 person_id=1Lv72Si4GnY
[ok] 1OGu_7IljCo.004.mp4 top=Neutral(0.22) confidence=0.712 tension=0.288 person_id=1OGu_7IljCo
[ok] 1RMdiCbNNh4.003.mp4 top=Fear(0.31) confidence=0.624 tension=0.376 person_id=1RMdiCbNNh4
[ok] 1RMdiCbNNh4.005.mp4 top=Fear(0.30) confidence=0.632 tension=0.368 person_id=1RMdiCbNNh4
[ok] 1S0SxmfbOus.002.mp4 top=Surprise(0.21) confidence=0.693 tension=0.307 person_id=1S0SxmfbOus
[ok] 1UaqZEUUk9I.000.mp4 top=Neutral(0.36) confidence=0.762 tension=0.238 person_id=1UaqZEUUk9I
[ok] 1UaqZEUUk9I.002.mp4 top=Neutral(0.33) confidence=0.744 tension=0.256 person_id=1UaqZEUUk9I
[ok] 1W7XLdNpEgc.001.mp4 top=Anger(0.19) confidence=0.657 tension=0.343 person_id=1W7XLdNpEgc
[ok] 1W7XLdNpEgc.005.mp4 top=Anger(0.18) confidence=0.659 tension=0.341 person_id=1W7XLdNpEgc
[ok] 1Wh2mIFrGvk.001.mp4 top=Surprise(0.28) confidence=0.707 tension=0.293 person_id=1Wh2mIFrGvk
[ok] 1XqMZQu_pP4.002.mp4 top=Neutral(0.24) confidence=0.699 tension=0.301 person_id=1XqMZQu_pP4
[ok] 1YsZ4GPpyBA.004.mp4 top=Neutral(0.39) confidence=0.734 tension=0.266 person_id=1YsZ4GPpyBA
[ok] 1YsZ4GPpyBA.005.mp4 top=Neutral(0.36) confidence=0.713 tension=0.287 person_id=1YsZ4GPpyBA
[ok] 1ZqHFoxLz54.000.mp4 top=Happiness(0.38) confidence=0.807 tension=0.193 person_id=1ZqHFoxLz54
[ok] 1cqwKxx6GF8.001.mp4 top=Anger(0.33) confidence=0.637 tension=0.363 person_id=1cqwKxx6GF8
[ok] 1cqwKxx6GF8.004.mp4 top=Anger(0.31) confidence=0.634 tension=0.366 person_id=1cqwKxx6GF8
[ok] 1cqwKxx6GF8.005.mp4 top=Anger(0.30) confidence=0.638 tension=0.362 person_id=1cqwKxx6GF8
[ok] 1dOaM7zWPo8.000.mp4 top=Neutral(0.28) confidence=0.741 tension=0.259 person_id=1dOaM7zWPo8
[ok] 1eOvtoZCie8.000.mp4 top=Sadness(0.25) confidence=0.632 tension=0.368 person_id=1eOvtoZCie8
[ok] 1eOvtoZCie8.002.mp4 top=Neutral(0.23) confidence=0.700 tension=0.300 person_id=1eOvtoZCie8
[ok] 1eOvtoZCie8.004.mp4 top=Neutral(0.22) confidence=0.719 tension=0.281 person_id=1eOvtoZCie8
[ok] 1eOvtoZCie8.005.mp4 top=Sadness(0.21) confidence=0.633 tension=0.367 person_id=1eOvtoZCie8
[ok] 1fsFL_qNYlQ.001.mp4 top=Sadness(0.25) confidence=0.688 tension=0.312 person_id=1fsFL_qNYlQ
[ok] 1fsFL_qNYlQ.005.mp4 top=Neutral(0.22) confidence=0.704 tension=0.296 person_id=1fsFL_qNYlQ
[ok] 1hpZ2ecWqtI.002.mp4 top=Happiness(0.46) confidence=0.809 tension=0.190 person_id=1hpZ2ecWqtI
[ok] 1hpZ2ecWqtI.003.mp4 top=Happiness(0.60) confidence=0.864 tension=0.137 person_id=1hpZ2ecWqtI
[ok] 1hpZ2ecWqtI.005.mp4 top=Happiness(0.82) confidence=0.945 tension=0.055 person_id=1hpZ2ecWqtI
[ok] 1izSTcQI7H4.000.mp4 top=Fear(0.27) confidence=0.598 tension=0.402 person_id=1izSTcQI7H4
[ok] 1izSTcQI7H4.004.mp4 top=Sadness(0.28) confidence=0.584 tension=0.416 person_id=1izSTcQI7H4
[ok] 1jC4vsQsjwM.002.mp4 top=Happiness(0.34) confidence=0.800 tension=0.200 person_id=1jC4vsQsjwM
[ok] 1jC4vsQsjwM.004.mp4 top=Happiness(0.39) confidence=0.815 tension=0.185 person_id=1jC4vsQsjwM
[ok] 1jC4vsQsjwM.005.mp4 top=Happiness(0.30) confidence=0.779 tension=0.221 person_id=1jC4vsQsjwM
[ok] 1m67onLoRwY.000.mp4 top=Neutral(0.24) confidence=0.762 tension=0.238 person_id=1m67onLoRwY
[ok] 1m67onLoRwY.003.mp4 top=Neutral(0.27) confidence=0.745 tension=0.255 person_id=1m67onLoRwY
[ok] 1mHjMNZZvFo.000.mp4 top=Happiness(0.27) confidence=0.745 tension=0.255 person_id=1mHjMNZZvFo
[ok] 1mHjMNZZvFo.003.mp4 top=Anger(0.22) confidence=0.707 tension=0.294 person_id=1mHjMNZZvFo
[ok] 1mHjMNZZvFo.004.mp4 top=Anger(0.26) confidence=0.701 tension=0.299 person_id=1mHjMNZZvFo
[ok] 1mHjMNZZvFo.005.mp4 top=Happiness(0.53) confidence=0.847 tension=0.153 person_id=1mHjMNZZvFo
[ok] 1mODTfLRGdI.000.mp4 top=Happiness(0.19) confidence=0.686 tension=0.314 person_id=1mODTfLRGdI
[ok] 1mODTfLRGdI.001.mp4 top=Happiness(0.51) confidence=0.847 tension=0.153 person_id=1mODTfLRGdI
[ok] 1mODTfLRGdI.003.mp4 top=Happiness(0.48) confidence=0.818 tension=0.182 person_id=1mODTfLRGdI
[ok] 1mReUxIEuw0.000.mp4 top=Happiness(0.48) confidence=0.844 tension=0.156 person_id=1mReUxIEuw0
[ok] 1mReUxIEuw0.005.mp4 top=Neutral(0.29) confidence=0.734 tension=0.267 person_id=1mReUxIEuw0
[ok] 1mdMhaq5p4w.001.mp4 top=Happiness(0.28) confidence=0.774 tension=0.226 person_id=1mdMhaq5p4w
[ok] 1mdMhaq5p4w.002.mp4 top=Happiness(0.25) confidence=0.732 tension=0.268 person_id=1mdMhaq5p4w
[ok] 1mdMhaq5p4w.004.mp4 top=Happiness(0.21) confidence=0.719 tension=0.281 person_id=1mdMhaq5p4w
[ok] 1mdMhaq5p4w.005.mp4 top=Happiness(0.55) confidence=0.863 tension=0.138 person_id=1mdMhaq5p4w
[ok] 1mfrM-FT-5E.000.mp4 top=Neutral(0.45) confidence=0.767 tension=0.233 person_id=1mfrM-FT-5E
