clip_id,file_name,person_id,labeler_a,labeler_b,label_final,note
-C5M9g4Quzc.002,-C5M9g4Quzc.002.mp4,-C5M9g4Quzc,,,0.7693,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.24, tension=0.231) - 사람 검수 전"
-DOqN0d8KHw.002,-DOqN0d8KHw.002.mp4,-DOqN0d8KHw,,,0.7721,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.45, tension=0.228) - 사람 검수 전"
-DOqN0d8KHw.003,-DOqN0d8KHw.003.mp4,-DOqN0d8KHw,,,0.8067,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.38, tension=0.193) - 사람 검수 전"
-Gl98Jn45Fs.000,-Gl98Jn45Fs.000.mp4,-Gl98Jn45Fs,,,0.6729,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.327) - 사람 검수 전"
-Gl98Jn45Fs.001,-Gl98Jn45Fs.001.mp4,-Gl98Jn45Fs,,,0.6803,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.25, tension=0.320) - 사람 검수 전"
-Gl98Jn45Fs.003,-Gl98Jn45Fs.003.mp4,-Gl98Jn45Fs,,,0.7011,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.22, tension=0.299) - 사람 검수 전"
-IK--4uz5ZY.000,-IK--4uz5ZY.000.mp4,-IK--4uz5ZY,,,0.7604,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.26, tension=0.240) - 사람 검수 전"
-IK--4uz5ZY.002,-IK--4uz5ZY.002.mp4,-IK--4uz5ZY,,,0.6995,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.22, tension=0.301) - 사람 검수 전"
-IK--4uz5ZY.003,-IK--4uz5ZY.003.mp4,-IK--4uz5ZY,,,0.7296,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.26, tension=0.270) - 사람 검수 전"
-IK--4uz5ZY.004,-IK--4uz5ZY.004.mp4,-IK--4uz5ZY,,,0.7219,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.24, tension=0.278) - 사람 검수 전"
-N6QKrbnaDs.005,-N6QKrbnaDs.005.mp4,-N6QKrbnaDs,,,0.7021,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.25, tension=0.298) - 사람 검수 전"
-NwfYYf5xLo.005,-NwfYYf5xLo.005.mp4,-NwfYYf5xLo,,,0.842,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.46, tension=0.158) - 사람 검수 전"
-OXMbG7ZwRk.000,-OXMbG7ZwRk.000.mp4,-OXMbG7ZwRk,,,0.8235,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.34, tension=0.177) - 사람 검수 전"
-OXMbG7ZwRk.003,-OXMbG7ZwRk.003.mp4,-OXMbG7ZwRk,,,0.8031,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.27, tension=0.197) - 사람 검수 전"
-OXMbG7ZwRk.004,-OXMbG7ZwRk.004.mp4,-OXMbG7ZwRk,,,0.8335,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.41, tension=0.166) - 사람 검수 전"
-OXMbG7ZwRk.005,-OXMbG7ZwRk.005.mp4,-OXMbG7ZwRk,,,0.7873,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.31, tension=0.213) - 사람 검수 전"
-Osv5l1vrNU.001,-Osv5l1vrNU.001.mp4,-Osv5l1vrNU,,,0.7534,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.37, tension=0.247) - 사람 검수 전"
-Osv5l1vrNU.004,-Osv5l1vrNU.004.mp4,-Osv5l1vrNU,,,0.8447,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.43, tension=0.155) - 사람 검수 전"
-R2SZu3SYgM.000,-R2SZu3SYgM.000.mp4,-R2SZu3SYgM,,,0.7363,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.264) - 사람 검수 전"
-R2SZu3SYgM.004,-R2SZu3SYgM.004.mp4,-R2SZu3SYgM,,,0.7095,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.290) - 사람 검수 전"
-RhPxhfpg4U.001,-RhPxhfpg4U.001.mp4,-RhPxhfpg4U,,,0.7446,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.23, tension=0.255) - 사람 검수 전"
-RhPxhfpg4U.003,-RhPxhfpg4U.003.mp4,-RhPxhfpg4U,,,0.733,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.24, tension=0.267) - 사람 검수 전"
-RhPxhfpg4U.005,-RhPxhfpg4U.005.mp4,-RhPxhfpg4U,,,0.8282,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.44, tension=0.172) - 사람 검수 전"
-VTqcHNgH7M.002,-VTqcHNgH7M.002.mp4,-VTqcHNgH7M,,,0.7074,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.24, tension=0.293) - 사람 검수 전"
-VTqcHNgH7M.003,-VTqcHNgH7M.003.mp4,-VTqcHNgH7M,,,0.6676,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.332) - 사람 검수 전"
-VTqcHNgH7M.004,-VTqcHNgH7M.004.mp4,-VTqcHNgH7M,,,0.7076,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.21, tension=0.292) - 사람 검수 전"
-Wqk9eex6bQ.002,-Wqk9eex6bQ.002.mp4,-Wqk9eex6bQ,,,0.6204,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.32, tension=0.380) - 사람 검수 전"
-Wqk9eex6bQ.003,-Wqk9eex6bQ.003.mp4,-Wqk9eex6bQ,,,0.6324,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.27, tension=0.368) - 사람 검수 전"
-Wqk9eex6bQ.004,-Wqk9eex6bQ.004.mp4,-Wqk9eex6bQ,,,0.6245,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.31, tension=0.375) - 사람 검수 전"
-Wqk9eex6bQ.005,-Wqk9eex6bQ.005.mp4,-Wqk9eex6bQ,,,0.6175,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.30, tension=0.382) - 사람 검수 전"
-aU2FN5pkWA.001,-aU2FN5pkWA.001.mp4,-aU2FN5pkWA,,,0.9543,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.85, tension=0.046) - 사람 검수 전"
-aU2FN5pkWA.004,-aU2FN5pkWA.004.mp4,-aU2FN5pkWA,,,0.8378,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.32, tension=0.162) - 사람 검수 전"
-agCXYgb7pI.004,-agCXYgb7pI.004.mp4,-agCXYgb7pI,,,0.6772,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.22, tension=0.323) - 사람 검수 전"
-awAu11kBZ0.000,-awAu11kBZ0.000.mp4,-awAu11kBZ0,,,0.659,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.23, tension=0.341) - 사람 검수 전"
-c2HtptBFxY.002,-c2HtptBFxY.002.mp4,-c2HtptBFxY,,,0.8026,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.29, tension=0.197) - 사람 검수 전"
-c_tyGzShwk.004,-c_tyGzShwk.004.mp4,-c_tyGzShwk,,,0.8509,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.53, tension=0.149) - 사람 검수 전"
-fXqnCljdm0.000,-fXqnCljdm0.000.mp4,-fXqnCljdm0,,,0.7482,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.34, tension=0.252) - 사람 검수 전"
-fXqnCljdm0.003,-fXqnCljdm0.003.mp4,-fXqnCljdm0,,,0.7798,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.34, tension=0.220) - 사람 검수 전"
-fqiCqZtgYs.001,-fqiCqZtgYs.001.mp4,-fqiCqZtgYs,,,0.7118,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.34, tension=0.288) - 사람 검수 전"
-fqiCqZtgYs.002,-fqiCqZtgYs.002.mp4,-fqiCqZtgYs,,,0.6875,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.29, tension=0.313) - 사람 검수 전"
-fqiCqZtgYs.003,-fqiCqZtgYs.003.mp4,-fqiCqZtgYs,,,0.6715,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.28, tension=0.329) - 사람 검수 전"
-mt-IKgGhuY.004,-mt-IKgGhuY.004.mp4,-mt-IKgGhuY,,,0.7159,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.25, tension=0.284) - 사람 검수 전"
-utrsarZeIY.001,-utrsarZeIY.001.mp4,-utrsarZeIY,,,0.7042,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.25, tension=0.296) - 사람 검수 전"
-utrsarZeIY.004,-utrsarZeIY.004.mp4,-utrsarZeIY,,,0.7848,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.36, tension=0.215) - 사람 검수 전"
-zNyDPzId4E.001,-zNyDPzId4E.001.mp4,-zNyDPzId4E,,,0.7048,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.23, tension=0.295) - 사람 검수 전"
-zNyDPzId4E.003,-zNyDPzId4E.003.mp4,-zNyDPzId4E,,,0.7027,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.297) - 사람 검수 전"
01qN-BqJXRM.005,01qN-BqJXRM.005.mp4,01qN-BqJXRM,,,0.6347,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Sadness 0.34, tension=0.365) - 사람 검수 전"
04oq2yrBwMg.001,04oq2yrBwMg.001.mp4,04oq2yrBwMg,,,0.678,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.322) - 사람 검수 전"
04oq2yrBwMg.004,04oq2yrBwMg.004.mp4,04oq2yrBwMg,,,0.8075,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.40, tension=0.193) - 사람 검수 전"
05l5bteT_qA.000,05l5bteT_qA.000.mp4,05l5bteT_qA,,,0.8586,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.55, tension=0.141) - 사람 검수 전"
05l5bteT_qA.001,05l5bteT_qA.001.mp4,05l5bteT_qA,,,0.8055,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.31, tension=0.195) - 사람 검수 전"
0C6i34q2-f8.000,0C6i34q2-f8.000.mp4,0C6i34q2-f8,,,0.7996,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.49, tension=0.200) - 사람 검수 전"
0C6i34q2-f8.001,0C6i34q2-f8.001.mp4,0C6i34q2-f8,,,0.78,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.46, tension=0.220) - 사람 검수 전"
0C6i34q2-f8.003,0C6i34q2-f8.003.mp4,0C6i34q2-f8,,,0.8139,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.37, tension=0.186) - 사람 검수 전"
0D7W2pR4RpQ.004,0D7W2pR4RpQ.004.mp4,0D7W2pR4RpQ,,,0.676,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.30, tension=0.324) - 사람 검수 전"
0FVu7VKIg2s.000,0FVu7VKIg2s.000.mp4,0FVu7VKIg2s,,,0.5995,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Sadness 0.22, tension=0.401) - 사람 검수 전"
0G9vplL8ae8.001,0G9vplL8ae8.001.mp4,0G9vplL8ae8,,,0.6858,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.28, tension=0.314) - 사람 검수 전"
0G9vplL8ae8.003,0G9vplL8ae8.003.mp4,0G9vplL8ae8,,,0.721,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.24, tension=0.279) - 사람 검수 전"
0LqfKzp11kg.000,0LqfKzp11kg.000.mp4,0LqfKzp11kg,,,0.6796,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.25, tension=0.320) - 사람 검수 전"
0MB91ku0eEw.003,0MB91ku0eEw.003.mp4,0MB91ku0eEw,,,0.7124,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.38, tension=0.288) - 사람 검수 전"
0ObEtA6Q8vU.002,0ObEtA6Q8vU.002.mp4,0ObEtA6Q8vU,,,0.7097,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.26, tension=0.290) - 사람 검수 전"
0ObEtA6Q8vU.003,0ObEtA6Q8vU.003.mp4,0ObEtA6Q8vU,,,0.7773,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.24, tension=0.223) - 사람 검수 전"
0ObEtA6Q8vU.005,0ObEtA6Q8vU.005.mp4,0ObEtA6Q8vU,,,0.7801,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.30, tension=0.220) - 사람 검수 전"
0QTR0WiJSNk.001,0QTR0WiJSNk.001.mp4,0QTR0WiJSNk,,,0.7422,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.37, tension=0.258) - 사람 검수 전"
0RLFM1ehSFM.000,0RLFM1ehSFM.000.mp4,0RLFM1ehSFM,,,0.6834,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.24, tension=0.317) - 사람 검수 전"
0VnZngec8sc.001,0VnZngec8sc.001.mp4,0VnZngec8sc,,,0.7229,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.29, tension=0.277) - 사람 검수 전"
0VnZngec8sc.003,0VnZngec8sc.003.mp4,0VnZngec8sc,,,0.7122,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.288) - 사람 검수 전"
0VnZngec8sc.004,0VnZngec8sc.004.mp4,0VnZngec8sc,,,0.7626,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.30, tension=0.237) - 사람 검수 전"
0Wr69VD_oXI.004,0Wr69VD_oXI.004.mp4,0Wr69VD_oXI,,,0.6992,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.31, tension=0.301) - 사람 검수 전"
0ZK5jQAvhFo.004,0ZK5jQAvhFo.004.mp4,0ZK5jQAvhFo,,,0.8054,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.41, tension=0.195) - 사람 검수 전"
0_xOGmydDN0.001,0_xOGmydDN0.001.mp4,0_xOGmydDN0,,,0.8292,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.32, tension=0.171) - 사람 검수 전"
0_xOGmydDN0.002,0_xOGmydDN0.002.mp4,0_xOGmydDN0,,,0.7816,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.34, tension=0.218) - 사람 검수 전"
0_xOGmydDN0.003,0_xOGmydDN0.003.mp4,0_xOGmydDN0,,,0.8097,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.30, tension=0.190) - 사람 검수 전"
0_xOGmydDN0.004,0_xOGmydDN0.004.mp4,0_xOGmydDN0,,,0.8058,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.27, tension=0.194) - 사람 검수 전"
0axZSeaUbfs.002,0axZSeaUbfs.002.mp4,0axZSeaUbfs,,,0.6507,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.23, tension=0.349) - 사람 검수 전"
0axZSeaUbfs.004,0axZSeaUbfs.004.mp4,0axZSeaUbfs,,,0.7089,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.39, tension=0.291) - 사람 검수 전"
0axZSeaUbfs.005,0axZSeaUbfs.005.mp4,0axZSeaUbfs,,,0.7032,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.21, tension=0.297) - 사람 검수 전"
0dIqLMMn4jY.000,0dIqLMMn4jY.000.mp4,0dIqLMMn4jY,,,0.7345,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.37, tension=0.266) - 사람 검수 전"
0fMw9o1v2tY.001,0fMw9o1v2tY.001.mp4,0fMw9o1v2tY,,,0.7697,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.38, tension=0.230) - 사람 검수 전"
0fMw9o1v2tY.002,0fMw9o1v2tY.002.mp4,0fMw9o1v2tY,,,0.7628,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.40, tension=0.237) - 사람 검수 전"
0fMw9o1v2tY.003,0fMw9o1v2tY.003.mp4,0fMw9o1v2tY,,,0.7679,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.44, tension=0.232) - 사람 검수 전"
0gv5Z0qt2jc.000,0gv5Z0qt2jc.000.mp4,0gv5Z0qt2jc,,,0.7353,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.265) - 사람 검수 전"
0gv5Z0qt2jc.001,0gv5Z0qt2jc.001.mp4,0gv5Z0qt2jc,,,0.662,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Sadness 0.27, tension=0.338) - 사람 검수 전"
0gv5Z0qt2jc.002,0gv5Z0qt2jc.002.mp4,0gv5Z0qt2jc,,,0.7207,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.26, tension=0.279) - 사람 검수 전"
0gv5Z0qt2jc.003,0gv5Z0qt2jc.003.mp4,0gv5Z0qt2jc,,,0.7595,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.25, tension=0.241) - 사람 검수 전"
0gv5Z0qt2jc.004,0gv5Z0qt2jc.004.mp4,0gv5Z0qt2jc,,,0.7444,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.25, tension=0.256) - 사람 검수 전"
0gv5Z0qt2jc.005,0gv5Z0qt2jc.005.mp4,0gv5Z0qt2jc,,,0.8683,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.59, tension=0.132) - 사람 검수 전"
0hWbtuRVUgM.001,0hWbtuRVUgM.001.mp4,0hWbtuRVUgM,,,0.7064,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.294) - 사람 검수 전"
0hWbtuRVUgM.005,0hWbtuRVUgM.005.mp4,0hWbtuRVUgM,,,0.7188,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.20, tension=0.281) - 사람 검수 전"
0iQIfGnKflc.001,0iQIfGnKflc.001.mp4,0iQIfGnKflc,,,0.6926,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.38, tension=0.307) - 사람 검수 전"
0iQIfGnKflc.002,0iQIfGnKflc.002.mp4,0iQIfGnKflc,,,0.6928,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.37, tension=0.307) - 사람 검수 전"
0iXXdsO95O0.000,0iXXdsO95O0.000.mp4,0iXXdsO95O0,,,0.7708,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.23, tension=0.229) - 사람 검수 전"
0kg6pmbSN6A.000,0kg6pmbSN6A.000.mp4,0kg6pmbSN6A,,,0.748,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.33, tension=0.252) - 사람 검수 전"
0kg6pmbSN6A.001,0kg6pmbSN6A.001.mp4,0kg6pmbSN6A,,,0.7669,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.39, tension=0.233) - 사람 검수 전"
0kg6pmbSN6A.002,0kg6pmbSN6A.002.mp4,0kg6pmbSN6A,,,0.7719,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.34, tension=0.228) - 사람 검수 전"
0kg6pmbSN6A.005,0kg6pmbSN6A.005.mp4,0kg6pmbSN6A,,,0.8042,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.33, tension=0.196) - 사람 검수 전"
0mym1CooiTE.000,0mym1CooiTE.000.mp4,0mym1CooiTE,,,0.7418,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.29, tension=0.258) - 사람 검수 전"
0mym1CooiTE.001,0mym1CooiTE.001.mp4,0mym1CooiTE,,,0.7289,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.25, tension=0.271) - 사람 검수 전"
0mym1CooiTE.003,0mym1CooiTE.003.mp4,0mym1CooiTE,,,0.8481,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.49, tension=0.152) - 사람 검수 전"
0mym1CooiTE.004,0mym1CooiTE.004.mp4,0mym1CooiTE,,,0.8321,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.47, tension=0.168) - 사람 검수 전"
0n2vWTs6XwA.001,0n2vWTs6XwA.001.mp4,0n2vWTs6XwA,,,0.6919,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.32, tension=0.308) - 사람 검수 전"
0tse0Fsy_rg.001,0tse0Fsy_rg.001.mp4,0tse0Fsy_rg,,,0.8179,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.32, tension=0.182) - 사람 검수 전"
0tse0Fsy_rg.002,0tse0Fsy_rg.002.mp4,0tse0Fsy_rg,,,0.7695,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.39, tension=0.231) - 사람 검수 전"
0tse0Fsy_rg.004,0tse0Fsy_rg.004.mp4,0tse0Fsy_rg,,,0.8001,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.44, tension=0.200) - 사람 검수 전"
0u56Q_QmxIM.002,0u56Q_QmxIM.002.mp4,0u56Q_QmxIM,,,0.7193,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.281) - 사람 검수 전"
0u56Q_QmxIM.004,0u56Q_QmxIM.004.mp4,0u56Q_QmxIM,,,0.7357,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.29, tension=0.264) - 사람 검수 전"
0uCqd5hZcyI.000,0uCqd5hZcyI.000.mp4,0uCqd5hZcyI,,,0.6926,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.307) - 사람 검수 전"
0uCqd5hZcyI.005,0uCqd5hZcyI.005.mp4,0uCqd5hZcyI,,,0.7234,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.28, tension=0.277) - 사람 검수 전"
0zJcYnsh55g.003,0zJcYnsh55g.003.mp4,0zJcYnsh55g,,,0.9032,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.66, tension=0.097) - 사람 검수 전"
1-GgVRmAEoo.002,1-GgVRmAEoo.002.mp4,1-GgVRmAEoo,,,0.738,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.22, tension=0.262) - 사람 검수 전"
1-GgVRmAEoo.003,1-GgVRmAEoo.003.mp4,1-GgVRmAEoo,,,0.8498,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.55, tension=0.150) - 사람 검수 전"
1-GgVRmAEoo.004,1-GgVRmAEoo.004.mp4,1-GgVRmAEoo,,,0.7154,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Sadness 0.22, tension=0.285) - 사람 검수 전"
