clip_id,file_name,person_id,labeler_a,labeler_b,label_final,note
-Wqk9eex6bQ.001,-Wqk9eex6bQ.001.mp4,-Wqk9eex6bQ,,,0.6432,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.26, tension=0.357) - 사람 검수 전"
-agCXYgb7pI.000,-agCXYgb7pI.000.mp4,-agCXYgb7pI,,,0.6511,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.22, tension=0.349) - 사람 검수 전"
-agCXYgb7pI.001,-agCXYgb7pI.001.mp4,-agCXYgb7pI,,,0.6562,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Disgust 0.21, tension=0.344) - 사람 검수 전"
-fqiCqZtgYs.000,-fqiCqZtgYs.000.mp4,-fqiCqZtgYs,,,0.7046,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.38, tension=0.295) - 사람 검수 전"
-wO0oBNlEvY.005,-wO0oBNlEvY.005.mp4,-wO0oBNlEvY,,,0.7527,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.36, tension=0.247) - 사람 검수 전"
-zNyDPzId4E.000,-zNyDPzId4E.000.mp4,-zNyDPzId4E,,,0.7416,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.22, tension=0.258) - 사람 검수 전"
04oq2yrBwMg.000,04oq2yrBwMg.000.mp4,04oq2yrBwMg,,,0.7239,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.276) - 사람 검수 전"
04oq2yrBwMg.003,04oq2yrBwMg.003.mp4,04oq2yrBwMg,,,0.7239,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.25, tension=0.276) - 사람 검수 전"
04oq2yrBwMg.005,04oq2yrBwMg.005.mp4,04oq2yrBwMg,,,0.7043,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.29, tension=0.296) - 사람 검수 전"
05l5bteT_qA.004,05l5bteT_qA.004.mp4,05l5bteT_qA,,,0.7709,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.26, tension=0.229) - 사람 검수 전"
0G9vplL8ae8.004,0G9vplL8ae8.004.mp4,0G9vplL8ae8,,,0.6926,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.26, tension=0.307) - 사람 검수 전"
0ObEtA6Q8vU.004,0ObEtA6Q8vU.004.mp4,0ObEtA6Q8vU,,,0.846,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.53, tension=0.154) - 사람 검수 전"
0QTR0WiJSNk.004,0QTR0WiJSNk.004.mp4,0QTR0WiJSNk,,,0.7257,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.39, tension=0.274) - 사람 검수 전"
0SS47KwVOQ4.000,0SS47KwVOQ4.000.mp4,0SS47KwVOQ4,,,0.6755,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.325) - 사람 검수 전"
0VnZngec8sc.002,0VnZngec8sc.002.mp4,0VnZngec8sc,,,0.7503,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.35, tension=0.250) - 사람 검수 전"
0a5FOYBAIcc.001,0a5FOYBAIcc.001.mp4,0a5FOYBAIcc,,,0.7192,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.24, tension=0.281) - 사람 검수 전"
0axZSeaUbfs.003,0axZSeaUbfs.003.mp4,0axZSeaUbfs,,,0.7175,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.283) - 사람 검수 전"
0iQIfGnKflc.004,0iQIfGnKflc.004.mp4,0iQIfGnKflc,,,0.7511,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.29, tension=0.249) - 사람 검수 전"
0mym1CooiTE.002,0mym1CooiTE.002.mp4,0mym1CooiTE,,,0.7463,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.26, tension=0.254) - 사람 검수 전"
0mym1CooiTE.005,0mym1CooiTE.005.mp4,0mym1CooiTE,,,0.7482,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.25, tension=0.252) - 사람 검수 전"
0qtCdb23_2g.000,0qtCdb23_2g.000.mp4,0qtCdb23_2g,,,0.7102,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.28, tension=0.290) - 사람 검수 전"
0tse0Fsy_rg.000,0tse0Fsy_rg.000.mp4,0tse0Fsy_rg,,,0.7815,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.38, tension=0.219) - 사람 검수 전"
0tse0Fsy_rg.003,0tse0Fsy_rg.003.mp4,0tse0Fsy_rg,,,0.7808,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.30, tension=0.219) - 사람 검수 전"
0u56Q_QmxIM.001,0u56Q_QmxIM.001.mp4,0u56Q_QmxIM,,,0.7351,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.28, tension=0.265) - 사람 검수 전"
0u56Q_QmxIM.003,0u56Q_QmxIM.003.mp4,0u56Q_QmxIM,,,0.7466,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.28, tension=0.253) - 사람 검수 전"
0u56Q_QmxIM.005,0u56Q_QmxIM.005.mp4,0u56Q_QmxIM,,,0.7085,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.27, tension=0.291) - 사람 검수 전"
0uCqd5hZcyI.001,0uCqd5hZcyI.001.mp4,0uCqd5hZcyI,,,0.7761,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.27, tension=0.224) - 사람 검수 전"
0uCqd5hZcyI.004,0uCqd5hZcyI.004.mp4,0uCqd5hZcyI,,,0.705,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.33, tension=0.295) - 사람 검수 전"
0zJcYnsh55g.002,0zJcYnsh55g.002.mp4,0zJcYnsh55g,,,0.8712,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.55, tension=0.129) - 사람 검수 전"
1-GgVRmAEoo.000,1-GgVRmAEoo.000.mp4,1-GgVRmAEoo,,,0.8513,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.56, tension=0.149) - 사람 검수 전"
12Ezy1y1cWY.004,12Ezy1y1cWY.004.mp4,12Ezy1y1cWY,,,0.7972,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.37, tension=0.203) - 사람 검수 전"
12lqQE6oPNE.002,12lqQE6oPNE.002.mp4,12lqQE6oPNE,,,0.7833,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.217) - 사람 검수 전"
176vWywoq9E.003,176vWywoq9E.003.mp4,176vWywoq9E,,,0.8505,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.51, tension=0.149) - 사람 검수 전"
19pTUX8KfYM.004,19pTUX8KfYM.004.mp4,19pTUX8KfYM,,,0.6919,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.308) - 사람 검수 전"
19pTUX8KfYM.005,19pTUX8KfYM.005.mp4,19pTUX8KfYM,,,0.6851,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.27, tension=0.315) - 사람 검수 전"
1CYzbX8AaP8.000,1CYzbX8AaP8.000.mp4,1CYzbX8AaP8,,,0.6527,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.28, tension=0.347) - 사람 검수 전"
1CYzbX8AaP8.005,1CYzbX8AaP8.005.mp4,1CYzbX8AaP8,,,0.6764,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.26, tension=0.324) - 사람 검수 전"
1S0SxmfbOus.003,1S0SxmfbOus.003.mp4,1S0SxmfbOus,,,0.6966,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.25, tension=0.303) - 사람 검수 전"
1TXS1Zg4wDc.001,1TXS1Zg4wDc.001.mp4,1TXS1Zg4wDc,,,0.8455,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.48, tension=0.154) - 사람 검수 전"
1W7XLdNpEgc.002,1W7XLdNpEgc.002.mp4,1W7XLdNpEgc,,,0.6193,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Disgust 0.30, tension=0.381) - 사람 검수 전"
1XkKu4LBvog.004,1XkKu4LBvog.004.mp4,1XkKu4LBvog,,,0.766,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.39, tension=0.234) - 사람 검수 전"
1XkKu4LBvog.005,1XkKu4LBvog.005.mp4,1XkKu4LBvog,,,0.7497,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.43, tension=0.250) - 사람 검수 전"
1XqMZQu_pP4.001,1XqMZQu_pP4.001.mp4,1XqMZQu_pP4,,,0.7626,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.29, tension=0.237) - 사람 검수 전"
1XqMZQu_pP4.003,1XqMZQu_pP4.003.mp4,1XqMZQu_pP4,,,0.7225,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.20, tension=0.278) - 사람 검수 전"
1ajEXdEsJ-k.002,1ajEXdEsJ-k.002.mp4,1ajEXdEsJ-k,,,0.7725,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.31, tension=0.227) - 사람 검수 전"
1dOaM7zWPo8.002,1dOaM7zWPo8.002.mp4,1dOaM7zWPo8,,,0.7367,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.27, tension=0.263) - 사람 검수 전"
1hpZ2ecWqtI.000,1hpZ2ecWqtI.000.mp4,1hpZ2ecWqtI,,,0.8541,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.56, tension=0.146) - 사람 검수 전"
1hpZ2ecWqtI.001,1hpZ2ecWqtI.001.mp4,1hpZ2ecWqtI,,,0.8282,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.49, tension=0.172) - 사람 검수 전"
1izSTcQI7H4.005,1izSTcQI7H4.005.mp4,1izSTcQI7H4,,,0.6124,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Sadness 0.20, tension=0.388) - 사람 검수 전"
1jC4vsQsjwM.000,1jC4vsQsjwM.000.mp4,1jC4vsQsjwM,,,0.807,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.37, tension=0.193) - 사람 검수 전"
1m4WjLRKTwc.000,1m4WjLRKTwc.000.mp4,1m4WjLRKTwc,,,0.7623,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.29, tension=0.238) - 사람 검수 전"
1m67onLoRwY.001,1m67onLoRwY.001.mp4,1m67onLoRwY,,,0.7606,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.239) - 사람 검수 전"
1mHjMNZZvFo.002,1mHjMNZZvFo.002.mp4,1mHjMNZZvFo,,,0.7333,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.23, tension=0.267) - 사람 검수 전"
1mODTfLRGdI.002,1mODTfLRGdI.002.mp4,1mODTfLRGdI,,,0.7253,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.27, tension=0.275) - 사람 검수 전"
1mdMhaq5p4w.000,1mdMhaq5p4w.000.mp4,1mdMhaq5p4w,,,0.6995,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.23, tension=0.300) - 사람 검수 전"
1pMNczHCXPc.000,1pMNczHCXPc.000.mp4,1pMNczHCXPc,,,0.7271,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.33, tension=0.273) - 사람 검수 전"
1pm5uoU85FI.002,1pm5uoU85FI.002.mp4,1pm5uoU85FI,,,0.7622,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.33, tension=0.238) - 사람 검수 전"
1pm5uoU85FI.004,1pm5uoU85FI.004.mp4,1pm5uoU85FI,,,0.7372,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.31, tension=0.263) - 사람 검수 전"
1sjXuXtx9-E.001,1sjXuXtx9-E.001.mp4,1sjXuXtx9-E,,,0.7623,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.30, tension=0.238) - 사람 검수 전"
1sjXuXtx9-E.004,1sjXuXtx9-E.004.mp4,1sjXuXtx9-E,,,0.7606,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.30, tension=0.239) - 사람 검수 전"
1tPH6PNeOSk.000,1tPH6PNeOSk.000.mp4,1tPH6PNeOSk,,,0.8099,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.45, tension=0.190) - 사람 검수 전"
1tPH6PNeOSk.001,1tPH6PNeOSk.001.mp4,1tPH6PNeOSk,,,0.766,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.30, tension=0.234) - 사람 검수 전"
1uC-2TZqplE.001,1uC-2TZqplE.001.mp4,1uC-2TZqplE,,,0.6268,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Sadness 0.27, tension=0.373) - 사람 검수 전"
1uC-2TZqplE.002,1uC-2TZqplE.002.mp4,1uC-2TZqplE,,,0.6204,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Sadness 0.27, tension=0.380) - 사람 검수 전"
1uC-2TZqplE.005,1uC-2TZqplE.005.mp4,1uC-2TZqplE,,,0.6489,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.24, tension=0.351) - 사람 검수 전"
1yIGI42lzak.004,1yIGI42lzak.004.mp4,1yIGI42lzak,,,0.7095,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.24, tension=0.290) - 사람 검수 전"
1zpucNpIDk8.000,1zpucNpIDk8.000.mp4,1zpucNpIDk8,,,0.6625,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.20, tension=0.337) - 사람 검수 전"
2-LDYe7OXZU.004,2-LDYe7OXZU.004.mp4,2-LDYe7OXZU,,,0.7325,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.24, tension=0.267) - 사람 검수 전"
2DZb5yIc6Fg.004,2DZb5yIc6Fg.004.mp4,2DZb5yIc6Fg,,,0.7682,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.40, tension=0.232) - 사람 검수 전"
2DZb5yIc6Fg.005,2DZb5yIc6Fg.005.mp4,2DZb5yIc6Fg,,,0.7819,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.47, tension=0.218) - 사람 검수 전"
2HE6cw3HFPk.004,2HE6cw3HFPk.004.mp4,2HE6cw3HFPk,,,0.6873,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.21, tension=0.313) - 사람 검수 전"
2HU92Hfx8Lo.000,2HU92Hfx8Lo.000.mp4,2HU92Hfx8Lo,,,0.7916,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.37, tension=0.208) - 사람 검수 전"
2KSBoJZMcMU.000,2KSBoJZMcMU.000.mp4,2KSBoJZMcMU,,,0.6292,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.30, tension=0.371) - 사람 검수 전"
2NNYN1ZCJhw.002,2NNYN1ZCJhw.002.mp4,2NNYN1ZCJhw,,,0.7969,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.39, tension=0.203) - 사람 검수 전"
2OAA4slRc5M.000,2OAA4slRc5M.000.mp4,2OAA4slRc5M,,,0.7437,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.26, tension=0.256) - 사람 검수 전"
2PSGksTyrnI.002,2PSGksTyrnI.002.mp4,2PSGksTyrnI,,,0.6758,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.22, tension=0.324) - 사람 검수 전"
2SzC9dm4Yy4.001,2SzC9dm4Yy4.001.mp4,2SzC9dm4Yy4,,,0.7332,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.27, tension=0.267) - 사람 검수 전"
2T3oK1Gse2g.004,2T3oK1Gse2g.004.mp4,2T3oK1Gse2g,,,0.8123,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.30, tension=0.188) - 사람 검수 전"
2T3oK1Gse2g.005,2T3oK1Gse2g.005.mp4,2T3oK1Gse2g,,,0.8323,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.32, tension=0.168) - 사람 검수 전"
2TMl5EMrdVI.000,2TMl5EMrdVI.000.mp4,2TMl5EMrdVI,,,0.8002,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.37, tension=0.200) - 사람 검수 전"
2TXrDZgbDHE.002,2TXrDZgbDHE.002.mp4,2TXrDZgbDHE,,,0.7353,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.20, tension=0.265) - 사람 검수 전"
2UqnC_rFcRQ.005,2UqnC_rFcRQ.005.mp4,2UqnC_rFcRQ,,,0.7963,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.36, tension=0.204) - 사람 검수 전"
2UxhlaDEPmI.000,2UxhlaDEPmI.000.mp4,2UxhlaDEPmI,,,0.687,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.21, tension=0.313) - 사람 검수 전"
2WuhWF4fAOQ.000,2WuhWF4fAOQ.000.mp4,2WuhWF4fAOQ,,,0.6858,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Sadness 0.25, tension=0.314) - 사람 검수 전"
2WuhWF4fAOQ.005,2WuhWF4fAOQ.005.mp4,2WuhWF4fAOQ,,,0.7526,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.33, tension=0.247) - 사람 검수 전"
2_OOIcYfLV0.000,2_OOIcYfLV0.000.mp4,2_OOIcYfLV0,,,0.7197,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.280) - 사람 검수 전"
2c42A4Z7qPE.000,2c42A4Z7qPE.000.mp4,2c42A4Z7qPE,,,0.7456,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.27, tension=0.254) - 사람 검수 전"
2c42A4Z7qPE.002,2c42A4Z7qPE.002.mp4,2c42A4Z7qPE,,,0.7062,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Anger 0.26, tension=0.294) - 사람 검수 전"
2d6btbaNdfo.001,2d6btbaNdfo.001.mp4,2d6btbaNdfo,,,0.7043,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.296) - 사람 검수 전"
2d6btbaNdfo.003,2d6btbaNdfo.003.mp4,2d6btbaNdfo,,,0.7043,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.34, tension=0.296) - 사람 검수 전"
2d6btbaNdfo.005,2d6btbaNdfo.005.mp4,2d6btbaNdfo,,,0.7102,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.34, tension=0.290) - 사람 검수 전"
2fzLibPAtvI.001,2fzLibPAtvI.001.mp4,2fzLibPAtvI,,,0.7099,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.30, tension=0.290) - 사람 검수 전"
2fzLibPAtvI.002,2fzLibPAtvI.002.mp4,2fzLibPAtvI,,,0.7377,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.26, tension=0.262) - 사람 검수 전"
2hhqEWiv4eI.003,2hhqEWiv4eI.003.mp4,2hhqEWiv4eI,,,0.5811,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Disgust 0.42, tension=0.419) - 사람 검수 전"
2kqPuht5jTg.001,2kqPuht5jTg.001.mp4,2kqPuht5jTg,,,0.6898,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.28, tension=0.310) - 사람 검수 전"
2kqPuht5jTg.003,2kqPuht5jTg.003.mp4,2kqPuht5jTg,,,0.6682,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.27, tension=0.332) - 사람 검수 전"
2mfmw63l88g.002,2mfmw63l88g.002.mp4,2mfmw63l88g,,,0.6797,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.320) - 사람 검수 전"
2oEUp9sGRGk.003,2oEUp9sGRGk.003.mp4,2oEUp9sGRGk,,,0.6859,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.25, tension=0.314) - 사람 검수 전"
2oiXF5_gTyk.000,2oiXF5_gTyk.000.mp4,2oiXF5_gTyk,,,0.833,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.50, tension=0.167) - 사람 검수 전"
2r5NVi3SZ2I.003,2r5NVi3SZ2I.003.mp4,2r5NVi3SZ2I,,,0.7094,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.31, tension=0.291) - 사람 검수 전"
2rV3Ibtdnvs.001,2rV3Ibtdnvs.001.mp4,2rV3Ibtdnvs,,,0.7386,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Surprise 0.22, tension=0.261) - 사람 검수 전"
2rV3Ibtdnvs.002,2rV3Ibtdnvs.002.mp4,2rV3Ibtdnvs,,,0.8351,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.50, tension=0.165) - 사람 검수 전"
2x8GZaBY6TM.000,2x8GZaBY6TM.000.mp4,2x8GZaBY6TM,,,0.7554,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.30, tension=0.245) - 사람 검수 전"
2yUnXroXyeI.000,2yUnXroXyeI.000.mp4,2yUnXroXyeI,,,0.7714,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Happiness 0.27, tension=0.229) - 사람 검수 전"
2yUnXroXyeI.001,2yUnXroXyeI.001.mp4,2yUnXroXyeI,,,0.7748,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.26, tension=0.225) - 사람 검수 전"
300gK3CnzW0.005,300gK3CnzW0.005.mp4,300gK3CnzW0,,,0.8175,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.37, tension=0.182) - 사람 검수 전"
39BJkEXJpgc.000,39BJkEXJpgc.000.mp4,39BJkEXJpgc,,,0.732,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.38, tension=0.268) - 사람 검수 전"
39BJkEXJpgc.004,39BJkEXJpgc.004.mp4,39BJkEXJpgc,,,0.7185,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.37, tension=0.281) - 사람 검수 전"
3AyjQQYmqU4.002,3AyjQQYmqU4.002.mp4,3AyjQQYmqU4,,,0.7016,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Neutral 0.36, tension=0.298) - 사람 검수 전"
3GylAjrajHs.005,3GylAjrajHs.005.mp4,3GylAjrajHs,,,0.6309,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Sadness 0.22, tension=0.369) - 사람 검수 전"
3HA2W1s4oP8.004,3HA2W1s4oP8.004.mp4,3HA2W1s4oP8,,,0.5874,"EMO-AffectNet pseudo-label (teacher=Aff-Wild2, top=Fear 0.33, tension=0.413) - 사람 검수 전"
